ID,Species,"Culture collection number","Isolation source",Country,Continent,"Category 1","Category 2","Category 3"
10088,,,,,,#Environmental,#Terrestrial,#Sandy
10088,,,,,,#Host,#Plants,
10089,"Myxococcus xanthus","DSM 52469","sand and plant residues collected at the beach",Germany,Europe,#Environmental,#Terrestrial,#Coast
10089,,,,,,#Environmental,#Terrestrial,#Sandy
10089,,,,,,#Host,#Plants,
10090,"Myxococcus xanthus","DSM 52470","sand and plant residues collected at the beach",Germany,Europe,#Environmental,#Terrestrial,#Coast
10090,,,,,,#Environmental,#Terrestrial,#Sandy
10090,,,,,,#Host,#Plants,
10091,"Myxococcus xanthus","DSM 52471","sand and plant residues collected at the beach",Germany,Europe,#Environmental,#Terrestrial,#Coast
10091,,,,,,#Environmental,#Terrestrial,#Sandy
10091,,,,,,#Host,#Plants,
10094,"Myxococcus xanthus","DSM 52570","soil with plant residues",Nigeria,Africa,#Environmental,#Terrestrial,#Soil
10094,,,,,,#Host,#Plants,
10095,"Myxococcus xanthus","DSM 52571","bark and soil",India,Asia,#Environmental,#Terrestrial,#Soil
10095,,,,,,"#Host Body-Site",#Plant,#Bark
18191,"Myxococcus xanthus",,soil,India,Asia,#Environmental,#Terrestrial,#Soil
18540,"Myxococcus xanthus",,"soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
18540,,,,,,#Host,#Plants,
18544,"Myxococcus xanthus",,"soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
18544,,,,,,#Host,#Plants,
18549,"Myxococcus xanthus",,"soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
18549,,,,,,#Host,#Plants,
18558,"Myxococcus xanthus",,soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
18560,"Myxococcus xanthus",,"soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
18560,,,,,,#Host,#Plants,
18570,"Myxococcus xanthus",,"soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
18570,,,,,,#Host,#Plants,
18571,"Myxococcus xanthus",,"soil with plant residues",Turkey,Asia,#Environmental,#Terrestrial,#Soil
18571,,,,,,#Host,#Plants,
18572,"Myxococcus xanthus",,soil,Zaire,Africa,#Environmental,#Terrestrial,#Soil
18574,"Myxococcus xanthus",,"soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
18574,,,,,,#Host,#Plants,
18576,"Myxococcus xanthus",,"soil with plant residues",Italy,Europe,#Environmental,#Terrestrial,#Soil
18576,,,,,,#Host,#Plants,
18584,"Myxococcus xanthus",,"soil with plant residues",Morocco,Africa,#Environmental,#Terrestrial,#Soil
18584,,,,,,#Host,#Plants,
18586,"Myxococcus xanthus",,"soil with plant residues",Morocco,Africa,#Environmental,#Terrestrial,#Soil
18586,,,,,,#Host,#Plants,
18627,"Myxococcus xanthus",,"sand with sea weed and sea grass, collected at the beach",Mexico,"Middle and South America",#Environmental,#Aquatic,#Marine
18627,,,,,,#Environmental,#Terrestrial,#Coast
18627,,,,,,#Environmental,#Terrestrial,#Sandy
18627,,,,,,#Host,#Plants,"#Aquatic plant"
18639,"Myxococcus xanthus",,"soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
18639,,,,,,#Host,#Plants,
18640,"Myxococcus xanthus",,"soil with plant residues",Taiwan,Asia,#Environmental,#Terrestrial,#Soil
18640,,,,,,#Host,#Plants,
18646,"Myxococcus xanthus",,"soil with plant residues, freeze-dried",Taiwan,Asia,#Environmental,#Terrestrial,#Soil
18646,,,,,,#Host,#Plants,
18655,"Myxococcus xanthus",,"soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
18655,,,,,,#Host,#Plants,
18657,"Myxococcus xanthus",,"soil with plant residues",Brazil,"Middle and South America",#Environmental,#Terrestrial,#Soil
18657,,,,,,#Host,#Plants,
18661,"Myxococcus xanthus",,"sand with little plant residues",Malaysia,Asia,#Environmental,#Terrestrial,#Sandy
18661,,,,,,#Host,#Plants,
18662,"Myxococcus xanthus",,"soil with plant residues",USA,"North America",#Environmental,#Terrestrial,#Soil
18662,,,,,,#Host,#Plants,
18663,"Myxococcus xanthus",,"rotting faeces and plant material with little soil",USA,"North America",#Environmental,#Terrestrial,#Soil
18663,,,,,,#Host,#Plants,
18663,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
18664,"Myxococcus xanthus",,"soil with plant residues",France,Europe,#Environmental,#Terrestrial,#Soil
18664,,,,,,#Host,#Plants,
21500,"Myxococcus xanthus",,"faeces of sheep with little soil and plant residues",Greece,Europe,#Environmental,#Terrestrial,#Soil
21500,,,,,,#Host,#Mammals,"#Caprinae (Sheep/Goat)"
21500,,,,,,#Host,#Plants,
21500,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
21509,"Myxococcus xanthus",,soil,India,Asia,#Environmental,#Terrestrial,#Soil
21517,"Myxococcus xanthus",,"rotting peel of cocoa bean with little soil",Malaysia,Asia,#Environmental,#Terrestrial,#Soil
21517,,,,,,#Host,#Plants,"#Decomposing plant"
21517,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
21518,"Myxococcus xanthus",,"soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
21518,,,,,,#Host,#Plants,
21519,"Myxococcus xanthus",,"soil with plant residues",Portugal,Europe,#Environmental,#Terrestrial,#Soil
21519,,,,,,#Host,#Plants,
21521,"Myxococcus xanthus",,soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
21522,"Myxococcus xanthus",,soil,,"Middle and South America",#Environmental,#Terrestrial,#Soil
133921,"Naasia aerilata","KACC 15517, NBRC 108725",air,,,#Environmental,#Air,
133894,"Nafulsella turpanensis","CCTCC AB 208222, KCTC 23983",soil,,,#Environmental,#Terrestrial,#Soil
23147,"Nakamurella flavida","DSM 26917, CIP 108919, JCM 15652, KCTC 19127",soil,"Republic of Korea",Asia,#Environmental,#Terrestrial,#Soil
10174,"Nakamurella lactea","DSM 19367, DLS-10, JCM 16024, KCTC 19285, DLS 10","rock sample","Republic of Korea",Asia,#Environmental,#Terrestrial,#Geologic
133765,"Namhaeicola litoreus","KCTC 23702, CCUG 61485, KCTC 23702T","seawater in seaweed farm","Republic of Korea",Asia,#Environmental,#Aquatic,#Marine
10177,"Nannocystis exedens","DSM 71, ATCC 25963, NBRC 100083",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
10178,"Nannocystis exedens","DSM 53013","soil from grain field",USA,"North America",#Engineered,#Agriculture,#Field
10178,,,,,,#Environmental,#Terrestrial,#Soil
10178,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
10179,"Nannocystis exedens","DSM 53014",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
10180,"Nannocystis exedens","DSM 53015",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
10181,"Nannocystis exedens","DSM 53016",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10183,"Nannocystis exedens","DSM 53018","sandy soil",USA,"North America",#Environmental,#Terrestrial,#Sandy
10183,,,,,,#Environmental,#Terrestrial,#Soil
10184,"Nannocystis exedens","DSM 53019","soil from field",Spain,Europe,#Engineered,#Agriculture,#Field
10184,,,,,,#Environmental,#Terrestrial,#Soil
10185,"Nannocystis exedens","DSM 53020","soil from field",Spain,Europe,#Engineered,#Agriculture,#Field
10185,,,,,,#Environmental,#Terrestrial,#Soil
10186,"Nannocystis exedens","DSM 53021",soil,Spain,Europe,#Environmental,#Terrestrial,#Soil
10187,"Nannocystis exedens","DSM 53022","soil from field",Spain,Europe,#Engineered,#Agriculture,#Field
10187,,,,,,#Environmental,#Terrestrial,#Soil
10188,"Nannocystis exedens","DSM 53023","soil from field",Spain,Europe,#Engineered,#Agriculture,#Field
10188,,,,,,#Environmental,#Terrestrial,#Soil
10189,"Nannocystis exedens","DSM 53024","soil from field",Spain,Europe,#Engineered,#Agriculture,#Field
10189,,,,,,#Environmental,#Terrestrial,#Soil
10190,"Nannocystis exedens","DSM 53025",soil,Spain,Europe,#Environmental,#Terrestrial,#Soil
10191,"Nannocystis exedens","DSM 53026","faeces of rabbit with soil",Spain,Europe,#Environmental,#Terrestrial,#Soil
10191,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
10191,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
10192,"Nannocystis exedens","DSM 53027","soil from <I>Cryptomphales aspersa</I> shell",Spain,Europe,#Environmental,#Terrestrial,#Soil
10193,"Nannocystis exedens","DSM 53028",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10194,"Nannocystis exedens","DSM 53029","soil collected from hollow olive tree",Italy,Europe,#Environmental,#Terrestrial,#Soil
10194,,,,,,#Host,#Plants,#Tree
10195,"Nannocystis exedens","DSM 53030",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10196,"Nannocystis exedens","DSM 53031","soil collected from hollow olive tree",Italy,Europe,#Environmental,#Terrestrial,#Soil
10196,,,,,,#Host,#Plants,#Tree
10197,"Nannocystis exedens","DSM 53032",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10198,"Nannocystis exedens","DSM 53033",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10199,"Nannocystis exedens","DSM 53034",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10200,"Nannocystis exedens","DSM 53035",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10201,"Nannocystis exedens","DSM 53036",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10202,"Nannocystis exedens","DSM 53037",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10203,"Nannocystis exedens","DSM 53038",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10204,"Nannocystis exedens","DSM 53039",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10205,"Nannocystis exedens","DSM 53040",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10206,"Nannocystis exedens","DSM 53041",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10207,"Nannocystis exedens","DSM 53042","soil collected from hollow olive tree",Italy,Europe,#Environmental,#Terrestrial,#Soil
10207,,,,,,#Host,#Plants,#Tree
10208,"Nannocystis exedens","DSM 53043",soil,Mexico,"North America",#Environmental,#Terrestrial,#Soil
10209,"Nannocystis exedens","DSM 53044",Soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
10211,"Nannocystis exedens","DSM 53046",soil,Mexico,"North America",#Environmental,#Terrestrial,#Soil
10212,"Nannocystis exedens","DSM 53047",Soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
10213,"Nannocystis exedens","DSM 53048",Soil,Mexico,"North America",#Environmental,#Terrestrial,#Soil
10216,"Nannocystis exedens","DSM 53051",soil,Mexico,"North America",#Environmental,#Terrestrial,#Soil
10217,"Nannocystis exedens","DSM 53052","soil with plant residues",Greece,Europe,#Environmental,#Terrestrial,#Soil
10217,,,,,,#Host,#Plants,
10218,"Nannocystis exedens","DSM 53053",soil,Mexico,"North America",#Environmental,#Terrestrial,#Soil
10221,"Nannocystis exedens","DSM 53056",soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
10222,"Nannocystis exedens","DSM 53057",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10223,"Nannocystis exedens","DSM 53058",soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
10225,"Nannocystis exedens","DSM 53060",soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
10226,"Nannocystis exedens","DSM 53061","soil on lime stone",Greece,Europe,#Environmental,#Terrestrial,#Geologic
10226,,,,,,#Environmental,#Terrestrial,#Soil
10227,"Nannocystis exedens","DSM 53062","soil with lime material",Greece,Europe,#Environmental,#Terrestrial,#Soil
10228,"Nannocystis exedens","DSM 53063",soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
10229,"Nannocystis exedens","DSM 53064","soil on lime stone",Greece,Europe,#Environmental,#Terrestrial,#Geologic
10229,,,,,,#Environmental,#Terrestrial,#Soil
10230,"Nannocystis exedens","DSM 53065",soil,Mexico,"North America",#Environmental,#Terrestrial,#Soil
10231,"Nannocystis exedens","DSM 53066","soil on lime stone",Greece,Europe,#Environmental,#Terrestrial,#Geologic
10231,,,,,,#Environmental,#Terrestrial,#Soil
10232,"Nannocystis exedens","DSM 53067","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
10232,,,,,,#Host,#Plants,
10233,"Nannocystis exedens","DSM 53068",Soil,Mexico,"North America",#Environmental,#Terrestrial,#Soil
10234,"Nannocystis exedens","DSM 53069",soil,Mexico,"North America",#Environmental,#Terrestrial,#Soil
10235,"Nannocystis exedens","DSM 53070","soil on lime stone",Greece,Europe,#Environmental,#Terrestrial,#Geologic
10235,,,,,,#Environmental,#Terrestrial,#Soil
10285,"Nannocystis exedens","DSM 53121",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10286,"Nannocystis exedens","DSM 53122","soil with plant residues",Nigeria,Africa,#Environmental,#Terrestrial,#Soil
10286,,,,,,#Host,#Plants,
10287,"Nannocystis exedens","DSM 53123",soil,Egypt,Africa,#Environmental,#Terrestrial,#Soil
10288,"Nannocystis exedens","DSM 53124","sandy soil with plant residues",USA,"North America",#Environmental,#Terrestrial,#Sandy
10288,,,,,,#Environmental,#Terrestrial,#Soil
10288,,,,,,#Host,#Plants,
10289,"Nannocystis exedens","DSM 53125",soil,Egypt,Africa,#Environmental,#Terrestrial,#Soil
10290,"Nannocystis exedens","DSM 53126",soil,Egypt,Africa,#Environmental,#Terrestrial,#Soil
10291,"Nannocystis exedens","DSM 53127",soil,Egypt,Africa,#Environmental,#Terrestrial,#Soil
10292,"Nannocystis exedens","DSM 53128",soil,Egypt,Africa,#Environmental,#Terrestrial,#Soil
10293,"Nannocystis exedens","DSM 53129","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
10293,,,,,,#Host,#Plants,
10294,"Nannocystis exedens","DSM 53130","soil with plant residues",USA,"North America",#Environmental,#Terrestrial,#Soil
10294,,,,,,#Host,#Plants,
10295,"Nannocystis exedens","DSM 53131","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
10295,,,,,,#Host,#Plants,
10296,"Nannocystis exedens","DSM 53132","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
10296,,,,,,#Host,#Plants,
10298,"Nannocystis exedens","DSM 53134","soil with plant residues",USA,"North America",#Environmental,#Terrestrial,#Soil
10298,,,,,,#Host,#Plants,
18192,"Nannocystis exedens",,"soil with lime pebbles and plant residues",Malta,Europe,#Environmental,#Terrestrial,#Soil
18192,,,,,,#Host,#Plants,
18425,"Nannocystis exedens",,"soil with plant residues","Costa Rica","Middle and South America",#Environmental,#Terrestrial,#Soil
18425,,,,,,#Host,#Plants,
18426,"Nannocystis exedens",,"chaff cut plant material with little soil",India,Asia,#Environmental,#Terrestrial,#Soil
18426,,,,,,#Host,#Plants,
18426,,,,,,"#Host Body-Site",,
18427,"Nannocystis exedens",,"soil with plant residues and lime pebbles",USA,"North America",#Environmental,#Terrestrial,#Soil
18427,,,,,,#Host,#Plants,
18440,"Nannocystis exedens",,"plant residues with little soil",India,Asia,#Environmental,#Terrestrial,#Soil
18440,,,,,,#Host,#Plants,
18441,"Nannocystis exedens",,soil,Egypt,Africa,#Environmental,#Terrestrial,#Soil
18443,"Nannocystis exedens",,"soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
18443,,,,,,#Host,#Plants,
18447,"Nannocystis exedens",,"soil with plant residues",USA,"North America",#Environmental,#Terrestrial,#Soil
18447,,,,,,#Host,#Plants,
18448,"Nannocystis exedens",,"finely rotted and fibrous plant residues and black soil beneath Taxus",USA,"North America",#Environmental,#Terrestrial,#Soil
18448,,,,,,#Host,#Plants,"#Decomposing plant"
18449,"Nannocystis exedens",,"finely rotted plant material with soil",USA,"North America",#Environmental,#Terrestrial,#Soil
18449,,,,,,#Host,#Plants,"#Decomposing plant"
18450,"Nannocystis exedens",,"soil with plant residues",USA,"North America",#Environmental,#Terrestrial,#Soil
18450,,,,,,#Host,#Plants,
18451,"Nannocystis exedens",,"finely rotted plant material with soil",USA,"North America",#Environmental,#Terrestrial,#Soil
18451,,,,,,#Host,#Plants,"#Decomposing plant"
18453,"Nannocystis exedens",,"soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
18453,,,,,,#Host,#Plants,
18456,"Nannocystis exedens",,"soil with sand and raw humus",Greece,Europe,#Environmental,#Terrestrial,#Sandy
18456,,,,,,#Environmental,#Terrestrial,#Soil
18457,"Nannocystis exedens",,"chaff cut plant material with little soil",India,Asia,#Environmental,#Terrestrial,#Soil
18457,,,,,,#Host,#Plants,
18457,,,,,,"#Host Body-Site",,
18458,"Nannocystis exedens",,"chaff cut plant material with little soil",India,Asia,#Environmental,#Terrestrial,#Soil
18458,,,,,,#Host,#Plants,
18458,,,,,,"#Host Body-Site",,
18459,"Nannocystis exedens",,"soil with plant residues",Greece,Europe,#Environmental,#Terrestrial,#Soil
18459,,,,,,#Host,#Plants,
18460,"Nannocystis exedens",,"soil with plant residues",Greece,Europe,#Environmental,#Terrestrial,#Soil
18460,,,,,,#Host,#Plants,
18461,"Nannocystis exedens",,"soil with plant residues, heated to 100°C for 2 hours",USA,"North America",#Environmental,#Terrestrial,#Soil
18461,,,,,,#Host,#Plants,
18462,"Nannocystis exedens",,"soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
18462,,,,,,#Host,#Plants,
18463,"Nannocystis exedens",,"soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
18463,,,,,,#Host,#Plants,
18465,"Nannocystis exedens",,"soil with lime pebbles and plant residues",Malta,Europe,#Environmental,#Terrestrial,#Soil
18465,,,,,,#Host,#Plants,
18466,"Nannocystis exedens",,"soil with lime pebbles and little plant residues",Malta,Europe,#Environmental,#Terrestrial,#Soil
18466,,,,,,#Host,#Plants,
18467,"Nannocystis exedens",,"soil with lime pebbles and plant residues from planting pots",Malta,Europe,#Environmental,#Terrestrial,#Soil
18467,,,,,,#Host,#Plants,
18468,"Nannocystis exedens",,"soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
18468,,,,,,#Host,#Plants,
18469,"Nannocystis exedens",,"soil with lime pebbles and plant residues",Malta,Europe,#Environmental,#Terrestrial,#Soil
18469,,,,,,#Host,#Plants,
18470,"Nannocystis exedens",,"soil with lime pebbles and plant residues from planting pots",Malta,Europe,#Environmental,#Terrestrial,#Soil
18470,,,,,,#Host,#Plants,
18471,"Nannocystis exedens",,"raw humus with plant residues","Dominican Republic","Middle and South America",#Environmental,#Terrestrial,
18471,,,,,,#Host,#Plants,
18472,"Nannocystis exedens",,"soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
18472,,,,,,#Host,#Plants,
18477,"Nannocystis exedens",,"soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
18477,,,,,,#Host,#Plants,
18478,"Nannocystis exedens",,"soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
18478,,,,,,#Host,#Plants,
18479,"Nannocystis exedens",,"soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
18479,,,,,,#Host,#Plants,
18480,"Nannocystis exedens",,"soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
18480,,,,,,#Host,#Plants,
18481,"Nannocystis exedens",,"soil with lime pebbles and plant residues from planting pots",Malta,Europe,#Environmental,#Terrestrial,#Soil
18481,,,,,,#Host,#Plants,
18482,"Nannocystis exedens",,"soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
18482,,,,,,#Host,#Plants,
18483,"Nannocystis exedens",,"soil with humified plant material",USA,"North America",#Environmental,#Terrestrial,#Soil
18483,,,,,,#Host,#Plants,
18484,"Nannocystis exedens",,"soil with lime pebbles from garden",Malta,Europe,#Engineered,#Agriculture,#Garden
18484,,,,,,#Environmental,#Terrestrial,#Soil
18485,"Nannocystis exedens",,"soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
18485,,,,,,#Host,#Plants,
18507,"Nannocystis exedens",,"soil with plant residues and lime pebbles",Mexico,"Middle and South America",#Environmental,#Terrestrial,#Soil
18507,,,,,,#Host,#Plants,
18508,"Nannocystis exedens",,"soil with lime pebbles and plant material",USA,"North America",#Environmental,#Terrestrial,#Soil
18508,,,,,,#Host,#Plants,
18606,"Nannocystis exedens",,soil,USA,"North America",#Environmental,#Terrestrial,#Soil
18608,"Nannocystis exedens",,soil,USA,"North America",#Environmental,#Terrestrial,#Soil
18610,"Nannocystis exedens",,"soil from grain field",USA,"North America",#Engineered,#Agriculture,#Field
18610,,,,,,#Environmental,#Terrestrial,#Soil
18610,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
18613,"Nannocystis exedens",,"soil from grain field",USA,"North America",#Engineered,#Agriculture,#Field
18613,,,,,,#Environmental,#Terrestrial,#Soil
18613,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
18879,"Nannocystis exedens",,"soil with plant residues",USA,"North America",#Environmental,#Terrestrial,#Soil
18879,,,,,,#Host,#Plants,
18934,"Nannocystis exedens",,"sand with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Sandy
18934,,,,,,#Host,#Plants,
18935,"Nannocystis exedens",,"soil with fruits, rotting twiggs and other plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
18935,,,,,,#Host,#Plants,
18935,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
18935,,,,,,"#Host Body-Site",#Plant,"#Stem (Branch)"
18936,"Nannocystis exedens",,"soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
18936,,,,,,#Host,#Plants,
18937,"Nannocystis exedens",,"soil with lime pebbles and plant residues",Mexico,"Middle and South America",#Environmental,#Terrestrial,#Soil
18937,,,,,,#Host,#Plants,
18938,"Nannocystis exedens",,"soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
18938,,,,,,#Host,#Plants,
18939,"Nannocystis exedens",,"soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
18939,,,,,,#Host,#Plants,
18940,"Nannocystis exedens",,"soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
18940,,,,,,#Host,#Plants,
18945,"Nannocystis exedens",,"soil with lime pebbles, rotten wood and plant residues",Malta,Europe,#Environmental,"#Microbial community","#Decomposing plant"
18945,,,,,,#Environmental,#Terrestrial,#Soil
18945,,,,,,#Host,#Plants,
18946,"Nannocystis exedens",,"soil with lime pebbles and plant residues",Malta,Europe,#Environmental,#Terrestrial,#Soil
18946,,,,,,#Host,#Plants,
18947,"Nannocystis exedens",,"soil with lime pebbles, rotten wood and plant residues",Malta,Europe,#Environmental,"#Microbial community","#Decomposing plant"
18947,,,,,,#Environmental,#Terrestrial,#Soil
18947,,,,,,#Host,#Plants,
18948,"Nannocystis exedens",,"soil with plant residues","Saint Lucia","Middle and South America",#Environmental,#Terrestrial,#Soil
18948,,,,,,#Host,#Plants,
18949,"Nannocystis exedens",,"soil with plant residues","Saint Lucia","Middle and South America",#Environmental,#Terrestrial,#Soil
18949,,,,,,#Host,#Plants,
18950,"Nannocystis exedens",,"soil with plant residues",Indonesia,Asia,#Environmental,#Terrestrial,#Soil
18950,,,,,,#Host,#Plants,
18951,"Nannocystis exedens",,"soil with plant residues from rhizosphere from cropped wheat field",Germany,Europe,#Engineered,#Agriculture,#Field
18951,,,,,,#Environmental,#Terrestrial,#Soil
18951,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
18951,,,,,,"#Host Body-Site",#Plant,#Rhizosphere
18952,"Nannocystis exedens",,"soil with lime pebbles, rotten wood and plant residues",Malta,Europe,#Environmental,"#Microbial community","#Decomposing plant"
18952,,,,,,#Environmental,#Terrestrial,#Soil
18952,,,,,,#Host,#Plants,
18953,"Nannocystis exedens",,"soil with lime pebbles and plant residues",Malta,Europe,#Environmental,#Terrestrial,#Soil
18953,,,,,,#Host,#Plants,
18954,"Nannocystis exedens",,"soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
18954,,,,,,#Host,#Plants,
18955,"Nannocystis exedens",,"soil with plant residues",USA,"North America",#Environmental,#Terrestrial,#Soil
18955,,,,,,#Host,#Plants,
18956,"Nannocystis exedens",,"soil with lime pebbles and plant residues",Malta,Europe,#Environmental,#Terrestrial,#Soil
18956,,,,,,#Host,#Plants,
18957,"Nannocystis exedens",,"soil with plant residues",USA,"North America",#Environmental,#Terrestrial,#Soil
18957,,,,,,#Host,#Plants,
18958,"Nannocystis exedens",,"soil with lime pebbles and plant material",Mexico,"Middle and South America",#Environmental,#Terrestrial,#Soil
18958,,,,,,#Host,#Plants,
18959,"Nannocystis exedens",,"soil with plant residues",Mexico,"Middle and South America",#Environmental,#Terrestrial,#Soil
18959,,,,,,#Host,#Plants,
19145,"Nannocystis exedens",,soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
19147,"Nannocystis exedens",,soil,France,Europe,#Environmental,#Terrestrial,#Soil
19148,"Nannocystis exedens",,soil,France,Europe,#Environmental,#Terrestrial,#Soil
19149,"Nannocystis exedens",,soil,France,Europe,#Environmental,#Terrestrial,#Soil
19150,"Nannocystis exedens",,soil,France,Europe,#Environmental,#Terrestrial,#Soil
19152,"Nannocystis exedens",,soil,France,Europe,#Environmental,#Terrestrial,#Soil
19153,"Nannocystis exedens",,soil,France,Europe,#Environmental,#Terrestrial,#Soil
19154,"Nannocystis exedens",,soil,France,Europe,#Environmental,#Terrestrial,#Soil
19155,"Nannocystis exedens",,soil,France,Europe,#Environmental,#Terrestrial,#Soil
19156,"Nannocystis exedens",,soil,France,Europe,#Environmental,#Terrestrial,#Soil
19173,"Nannocystis exedens",,soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
19175,"Nannocystis exedens",,soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
19176,"Nannocystis exedens",,soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
19177,"Nannocystis exedens",,"soil and faeces of elk",Canada,"North America",#Environmental,#Terrestrial,#Soil
19177,,,,,,#Host,#Mammals,
19177,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
19178,"Nannocystis exedens",,soil,Australia,"Australia and Oceania",#Environmental,#Terrestrial,#Soil
19179,"Nannocystis exedens",,"soil beneath olive tree",Greece,Europe,#Environmental,#Terrestrial,#Soil
19179,,,,,,#Host,#Plants,#Tree
19180,"Nannocystis exedens",,"soil from fruit garden",France,Europe,#Engineered,#Agriculture,#Garden
19180,,,,,,#Environmental,#Terrestrial,#Soil
19180,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
19181,"Nannocystis exedens",,soil,Japan,Asia,#Environmental,#Terrestrial,#Soil
19182,"Nannocystis exedens",,soil,Italy,Europe,#Environmental,#Terrestrial,#Soil
19183,"Nannocystis exedens",,soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
19193,"Nannocystis exedens",,soil,Tunisia,Africa,#Environmental,#Terrestrial,#Soil
19195,"Nannocystis exedens",,"soil with plant residues and faeces of cow and horse",Germany,Europe,#Environmental,#Terrestrial,#Soil
19195,,,,,,#Host,#Mammals,
19195,,,,,,#Host,#Plants,
19195,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
19197,"Nannocystis exedens",,"sandy soil",Tunisia,Africa,#Environmental,#Terrestrial,#Sandy
19197,,,,,,#Environmental,#Terrestrial,#Soil
19198,"Nannocystis exedens",,soil,France,Europe,#Environmental,#Terrestrial,#Soil
19199,"Nannocystis exedens",,soil,France,Europe,#Environmental,#Terrestrial,#Soil
