,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
https://bacdive.dsmz.de/strain/141038,16S rRNA gene sequence,KC918831, GenBank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5915,Halobacterium sp. A1 partial 16S rRNA gene,AJ548827, ENA,223182 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/23038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5985,"Halobacteroides elegans 16S rRNA gene, strain Z-7287",AJ238119, ENA,91797 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5983,Halobacteroides halobius 16S ribosomal RNA gene,U32595, ENA,748449 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133385,"Halobaculum sp. strain D90 16S ribosomal RNA gene, partial sequence",KX376700, GenBank,1891221 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133720,"Halobellus limi strain TBN53 16S ribosomal RNA gene, complete sequence",GU208828, GenBank,699433 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/131495,"Halobellus ramosii strain S2FP14 16S ribosomal RNA gene, partial sequence",JQ910929, ENA,1379040 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/23056,"Halobellus salinus gene for 16S ribosomal RNA, partial sequence",AB771430, ENA,931585 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/158242,"Halobellus sp. A1FP7 16S ribosomal RNA gene, partial sequence",JX877777, ENA,1237498 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5872,"Halobacteriaceae gen. sp. 135 16S ribosomal RNA gene, partial sequence",AF333760, ENA,148448 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5867,"Halocella cellulosilytica 16S rRNA gene, type strain DSM 7362T",X89072, ENA,46467 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/2440,"Halochromatium glycolicum 16S rRNA gene, type strain BN 3201T",X93472, ENA,85075 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/2441,"Halochromatium roseum partial 16S rRNA gene, strain JA134T",AM283535, ENA,391920 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/2439,"Halochromatium salexigens partial 16S rRNA gene, type strain 6310T",X98597, ENA,49447 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5929,"Halococcus dombrowskii strain DSM 14522 16S-23S ribosomal RNA intergenic spacer, partial sequence",EU984226, ENA,179637 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/134189,"Halococcus hamelinensis strain 100A6 16S ribosomal RNA gene, partial sequence",DQ017835, GenBank,1132509 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5924,Halococcus salifodinae DNA for 16S rRNA,AB004877, ENA,36738 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5925,"Halococcus salifodinae 16S rRNA gene, strain BG2/2",AJ131458, ENA,36738 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5926,Halococcus salifodinae 16S rRNA gene,AJ238897, ENA,36738 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5927,"Halococcus salifodinae partial 16S rRNA gene, strain N1 (396 bp)",AJ245423, ENA,36738 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5928,"Halococcus salifodinae partial 16S rRNA gene, strain H2 (396 bp)",AJ245425, ENA,36738 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/4126,Desulfovibrio acrylicus 16S ribosomal RNA gene,U32578, ENA,1121434 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/4127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/4161,"Desulfovibrio desulfuricans subsp. aestuarii 16S ribosomal RNA gene, partial sequence",FJ655909, ENA,126333 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/4153,"Desulfovibrio marinisediminis gene for 16S rRNA, partial sequence",AB353727, ENA,1121457 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/4174,"Desulfovibrio oceani subsp. galateae strain I.9.1 16S ribosomal RNA gene, partial sequence",FJ655908, ENA,613184 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/4175,"Desulfovibrio oceani subsp. oceani strain I.8.1 16S ribosomal RNA gene, partial sequence",FJ655907, ENA,613183 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133061,"Desulfovibrio sp. JC271 partial 16S rRNA gene, strain JC271",LN614381.1, GenBank,1560234 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/13515,"Haloechinothrix alba strain YIM 93221 16S ribosomal RNA gene, partial sequence",GQ366705, ENA,664784 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/13270,"Amycolatopsis halophila YIM 93223 16S ribosomal RNA gene, partial sequence",FJ606836, ENA,592678 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/13275,"Amycolatopsis salitolerans strain TRM F103 16S ribosomal RNA gene, partial sequence",HQ436534, ENA,926830 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24082,"Haloferax chudinovii strain RS75 16S ribosomal RNA gene, partial sequence",JX669135, ENA,1109010 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24080,"Haloferax elongans strain SA5 16S ribosomal RNA gene, partial sequence",DQ860977, ENA,1230453 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5935,"Haloferax lucentense DSM 14919 strain Aa 2.2 16S ribosomal RNA gene, partial sequence",M33803, ENA,1230452 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5932,"Haloferax mediterranei 16S ribosomal RNA gene, partial sequence; tRNA-Ala gene, complete sequence; and 23S ribosomal RNA gene, partial sequence",AF093412, ENA,523841 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24081,"Haloferax mucosum strain PA12 16S ribosomal RNA gene, partial sequence",DQ860980, ENA,662479 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/132502,"Haloferax namakaokahaiae strain Mke2.3 16S ribosomal RNA gene, partial sequence",KT970727, ENA,1748331 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5937,"Haloferax prahovense gene for 16S rRNA, complete sequence, strain: JCM 13924",AB663381, ENA,381852 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/23043,"Haloferax rutilus gene for 16S rRNA, partial sequence, strain: BR2",AB258306, ENA,381853 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/23044,"Haloferax opilio gene for 16S rRNA, partial sequence, strain: BB8",AB258307, ENA,381854 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/23045,"Haloferax antrum gene for 16S rRNA, partial sequence, strain: GR2",AB258308, ENA,381855 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/23046,"Haloferax viridis gene for 16S rRNA, partial sequence, strain: BV2",AB258304, ENA,381851 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5936,"Haloferax sulfurifontis gene for 16S ribosomal RNA, partial sequence, strain: JCM 12327",AB477973, ENA,662480 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5933,"Haloferax volcanii gene for 16S rRNA, complete sequence, strain: JCM 8879",AB663383, ENA,2246 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133813,"Haloferula chungangensis strain CAU 1074 16S ribosomal RNA gene, partial sequence",JN001489, GenBank,1048331 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/134079,"Haloferula harenae gene for 16S rRNA, partial sequence, strain: YM23-227",AB372852, GenBank,490092 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/134082,"Haloferula helveola gene for 16S rRNA, partial sequence, strain: 05IJR53-1",AB372855, GenBank,490095 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/134081,"Haloferula phyci gene for 16S rRNA, partial sequence, strain: AK18-024",AB372854, GenBank,490094 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/134080,"Haloferula rosea gene for 16S rRNA, partial sequence, strain: 06SJR1-1",AB372853, GenBank,490093 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/134083,"Haloferula sargassicola gene for 16S rRNA, partial sequence, strain: MN1-1037",AB372856, GenBank,490096 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133412,"Ectothiorhodospiraceae bacterium XJ16 16S ribosomal RNA gene, partial sequence",KP052777, GenBank,1611323 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133594,"Halosarcina limi strain RO1-6 16S ribosomal RNA gene, complete sequence",EU931577, GenBank,555875 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/134312,"Halosarcina pallida strain BZ256 16S ribosomal RNA gene, partial sequence",EF055454, GenBank,1227487 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133607,"Halogeometricum rufum strain RO1-4 16S ribosomal RNA gene, complete sequence",EU887286, GenBank,553469 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133047,"Halogeometricum sp. KL 16S ribosomal RNA gene, partial sequence",FJ794071, ENA,627706 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5850,"Actinomycetales bacterium YIM 92370 16S ribosomal RNA gene, partial sequence",FJ425041, ENA,575677 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133561,"Halogranum rubrum strain RO2-11 16S ribosomal RNA gene, complete sequence",EU887283, GenBank,553466 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24090,"Halohasta litchfieldiae strain tADL 16S ribosomal RNA gene, partial sequence",JF421969, ENA,1073996 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/134325,"Halolactibacillus alkaliphilus strain H-5 16S ribosomal RNA gene, partial sequence",EF554593, GenBank,442899 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/5875,"Halomicrobium katesii gene for 16S rRNA, complete sequence, strain: CECT 7257",AB663391, ENA,437163 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/132938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/132939,"Halomicrobium sp. Bet58 16S ribosomal RNA gene, partial sequence",FJ897725, ENA,643748 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133717,"Halomicrobium zhouii 16S ribosomal RNA gene, partial sequence",HQ215547, GenBank,767519 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/140220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/140221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/158746,16S rRNA gene sequence,KX090359, GenBank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6071,"Halomonas alkantarctica 16S RNA gene, type strain CRSS",AJ564880, ENA,232346 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6061,"Halomonas alkaliphila partial 16S rRNA gene, type strain 18bAGT",AJ640133, ENA,272774 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6048,"Halomonas almeriensis strain M8 16S ribosomal RNA gene, partial sequence",AY858696, ENA,308163 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6056,"Halomonas andesensis strain LC6 16S ribosomal RNA gene, partial sequence",EF622233, ENA,447567 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6043,"Halomonas anticariensis strain FP35 16S ribosomal RNA gene, partial sequence",AY489405, ENA,1121939 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6010,Deleya aquamarina (ATCC 14400) 16S ribosomal RNA (16S rRNA) gene,M93352, ENA,77097 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6058,"Virgibacillus koreensis genes for 16S ribosomal RNA, internal transcribed spacer 1 and 23S ribosomal RNA, partial and complete sequence, clone: 507",AB367184, ENA,279446 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6040,"Halomonas axialensis strain Althf1 16S ribosomal RNA gene, complete sequence",AF212206, ENA,115555 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133780,"Halomonas beimenensis strain NTU-107 16S ribosomal RNA gene, partial sequence",EU159469, GenBank,475662 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6036,"Halomonas boliviensis strain LC1 16S ribosomal RNA gene, partial sequence",AY245449, ENA,1072583 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6037,"Halomonas boliviensis strain LC2 16S ribosomal RNA gene, partial sequence",AY245450, ENA,223527 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6046,"Halomonas campaniensis 16S rRNA gene, type strain 5AG",AJ515365, ENA,213554 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6035,"Halomonas campisalis 16S ribosomal RNA gene, partial sequence",AF054286, ENA,74661 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6069,"Halomonas caseinilytica strain AJ261 16S ribosomal RNA gene, partial sequence",EF527874, ENA,438744 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6078,"Halomonas sinaiensis partial 16S rRNA gene, type strain Alosharm",AM238662, ENA,438744 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6067,"Halomonas cerina strain SP4 16S ribosomal RNA gene, partial sequence",EF613112, ENA,447424 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6015,"Halomonas cupida partial 16S rRNA gene, strain DSM 4740",FN257742, ENA,44933 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/134359,"Halomonas daqingensis strain DQD2-30 16S ribosomal RNA gene, partial sequence",EF121854, GenBank,419596 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6026,"Halomonas eurihalina genes for 16S ribosomal RNA, internal transcribed spacer 1 and 23S ribosomal RNA, partial and complete sequence, clone: 1349",AB367231, ENA,42566 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133446,"Halomonas fontilapidosi strain 5CR 16S ribosomal RNA gene, partial sequence",EU541349, GenBank,616675 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/131373,"Halomonas frigidi 16S rRNA gene, strain DD 39",AJ431369, ENA,186761 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6054,"Halomonas gudaonensis strain SL014B-69 16S ribosomal RNA gene, complete sequence",DQ421808, ENA,376427 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6027,"Halomonas halmophila partial 16S rRNA gene, strain ATCC 19717",AJ306889, ENA,252 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6016,"Halomonas halophila partial 16S rRNA gene, strain CCM 3662",AM941744, ENA,29573 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6041,"Halomonas hydrothermalis genes for 16S ribosomal RNA, internal transcribed spacer 1 and 23S ribosomal RNA, partial and complete sequence, clone: 958",AB367232, ENA,115561 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6063,"Halomonas ilicicola strain SP8 16S ribosomal RNA gene, partial sequence",EU218533, ENA,480814 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6065,"Halomonas sp. AIR-2 16S ribosomal RNA gene, partial sequence",AY962237, ENA,321266 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6060,"Halomonas korlensis strain XK1 16S ribosomal RNA gene, partial sequence",EU085033, ENA,463301 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6062,"Halomonas kribbensis strain BH843 16S ribosomal RNA gene, partial sequence",DQ280368, ENA,356659 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/140407,"Halomonas lionensis strain RHS90 16S ribosomal RNA, partial sequence",NR_126205, GenBank,1144478 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6070,"Halomonas lutea strain YIM 91125 16S ribosomal RNA gene, partial sequence",EF674852, ENA,453962 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/131169,"Halomonas lutea strain YIM 91125 16S ribosomal RNA gene, partial sequence",EF674852, ENA,453962 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133225,16S rRNA,KP259554, GenBank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6033,Bacterial sp. 16S rRNA gene (Lake Magadi isolate 21M1),X92150, ENA,150024 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/158781,16S rRNA gene seuqence,JQ730736, GenBank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6030,"Halomonas maura partial 16S rRNA gene, strain S-31",AJ271864, ENA,117606 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6020,"Halomonas meridiana genes for 16S ribosomal RNA, internal transcribed spacer 1 and 23S ribosomal RNA, partial and complete sequence, clone: 920",AB367234, ENA,29570 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6022,"Halomonas meridiana strain Slthf1 16S ribosomal RNA gene, complete sequence",AF212217, ENA,29570 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6066,"Halomonas sp. Z-7009 16S ribosomal RNA gene, partial sequence",AY962236, ENA,321265 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24094,"Halomonas nanhaiensis strain YIM M 13059 16S ribosomal RNA gene, partial sequence",JX870002, ENA,1258546 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6038,"Halomonas neptunia strain Eplume1 16S ribosomal RNA gene, complete sequence",AF212202, ENA,115551 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24095,"Halomonas olivaria strain C17 16S ribosomal RNA gene, partial sequence",DQ645593, ENA,390919 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6044,"Halomonas organivorans partial 16S rRNA gene, type strain G-16.1T",AJ616910, ENA,257772 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6017,"Halomonas pacifica 16S ribosomal RNA gene, partial sequence",EU373088, ENA,77098 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6029,H.pantelleriense 16S rRNA gene,X93493, ENA,48727 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/130352,"Halomonas qiaohouensis strain YIM QH88 16S ribosomal RNA gene, partial sequence",KC237714, ENA,1329370 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6079,"Halomonas qijiaojingensis strain YIM 93003 16S ribosomal RNA gene, partial sequence",HQ832735, ENA,980347 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133820,"Halomonas ramblicola strain RS-16 16S ribosomal RNA gene, partial sequence",GU726750, GenBank,747349 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6064,"Halomonas sabkhae strain 5-3 16S ribosomal RNA gene, complete sequence",EF442769, ENA,626223 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6057,"Halomonas saccharevitans strain AJ275 16S ribosomal RNA gene, partial sequence",EF144149, ENA,416872 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6018,"Halomonas salina mRNA for 16S ribosomal RNA (partial), strain ATCC 49509",AJ243447, ENA,42565 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/158650,16S rRNA gene sequence,KX008964, GenBank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133160,16S rRNA,AB971837, GenBank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/23065,"Halomonas sediminis strain YIM C248 16S ribosomal RNA gene, partial sequence",EU135707, ENA,470784 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6055,"Halomonas shengliensis strain SL014B-85 16S ribosomal RNA gene, partial sequence",EF121853, ENA,419597 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/23064,"Halomonas smyrnensis AAD6 16S ribosomal RNA gene, partial sequence",DQ131909, ENA,339656 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24096,"Halomonas songnenensis strain NEAU-ST10-39 16S ribosomal RNA gene, partial sequence",JQ762289, ENA,1176243 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/6053,"Halomonas sp. strain DSM _6798_Clone1 16S ribosomal RNA gene, partial sequence",MG971232, ENA,1486246 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/23062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/23063,"Halomonadaceae bacterium GWS-BW-H8hM 16S ribosomal RNA gene, partial sequence",AY515435, ENA,261560 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24093,"Halomonas sp. YIM DKMY60 16S ribosomal RNA gene, partial sequence",DQ358666, ENA,368831 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/130350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/130351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/132063,"Halomonadaceae bacterium GFAJ-1 16S ribosomal RNA gene, partial sequence",HQ449183, ENA,1118153 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/132854,"Halomonas sp. BL-171 16S ribosomal RNA gene, partial sequence",EU915296, ENA,554075 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/132855,"Halomonas tabrizica strain TBZ21 16S ribosomal RNA gene, partial sequence",EU305728, ENA,490900 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
